,振动频率(Hz),温度(℃),压力(kPa),润滑油膜厚度(mm),产品尺寸(mm),寿命(天)
0,55.194758406141624,76.19835461409156,553.1253554309964,0.9833051608078374,9.456667603336355,135.26748730944132
1,37.31249619245098,77.13560202510311,543.5302192367822,0.12516711796314486,9.927893673077545,129.50929581703005
2,52.4042002619621,60.13248319882818,499.23877411834906,0.37193333628336067,9.750624784605517,131.278924806726
3,41.96042568202015,56.181623374242946,442.3427584060774,0.4848773653559548,9.844418017928806,140.33042201132386
4,50.17344099626918,65.23583468486639,758.300898758325,0.6802446725287424,10.142140817658094,125.05251271850707
5,53.94393830980499,41.64725439695788,548.7966803679938,0.6711829897288909,9.955256498767802,133.22433915207662
6,62.79132264052791,85.44092869374487,435.9104829768506,0.8992469533056662,9.816361480317413,139.03081388011864
7,56.59736374381539,57.15085741593316,501.8407966523399,0.7289540898223391,10.259897263990098,136.47500998999382
8,45.44619123859768,72.72825692024753,477.9374345251259,0.1477705311317564,10.134588130261413,133.0697207086004
9,64.65789026457902,72.50570693394496,479.71285519974145,0.991361635659468,9.449779182028164,137.31063245993624
10,45.81073274462226,74.02216777305915,453.9423223211643,0.9421365649767165,10.48049491925142,139.18449364605496
11,64.66305903969794,75.01780808769648,531.1689753105767,0.40066733743633665,10.807900221527891,128.2763690867854
12,52.167825225881764,87.55014692289058,559.1602134829893,0.9478541472839989,9.708296210314789,134.91464119312977
13,55.07742493811205,43.123345814110124,531.0971058334152,0.45224598435667573,9.611052696958977,134.38854725722368
14,59.73072063219148,96.62371490191651,475.624917723455,0.45373616999944855,10.625470970766354,133.3159996752817
15,46.433583886159994,93.96903451935421,468.6808021067224,0.42123876185060705,10.735115822988348,133.75262611545614
16,42.11705380912556,63.79990548842494,558.0077829924626,0.416870528117266,9.632854818317245,133.25934449152
17,47.67422283394369,105.57956134960247,537.5228504838735,0.8226583956418705,9.958513155769719,134.7116875956009
18,41.5249874927468,75.00525124080326,536.8966705773414,0.3985190246529534,9.931875036527895,131.77129399916
19,32.51747424482845,92.96672653752006,518.1446932751716,0.7956342274152197,9.713173644782191,136.38401639819088
20,58.080715705076884,66.92973284550379,531.3844749600896,0.7354949877101673,9.766557307425167,132.92351037011494
21,62.39795417019427,61.52802372140286,600.2467749627011,0.8149432620628815,9.798747060479917,132.5505686247719
22,55.606358551300644,50.013946319217276,543.640762365836,0.5694659869795841,9.964604393071024,133.34122465014664
23,44.571829673566626,62.84092913383752,370.65718771407876,0.8921684834348669,11.216008479853668,143.40585124467978
24,45.158505287489305,88.74886413526997,351.1802611226258,0.45140282198367254,9.10258146901972,138.65511315889873
25,63.198278242611764,79.97050003219078,612.4126347150119,0.2823547781931736,10.126538631995551,127.35091951136634
26,64.4553999828505,57.72803422087377,529.790323263635,0.35068280663602647,10.1033578798041,132.17027027449612
27,50.51817315187775,89.7935135810845,607.6610519268759,0.5061328041332722,10.397407939733526,130.3349433002459
28,66.28679424995798,90.10025143763563,499.86700976697495,0.9887886844845234,10.157392948232904,135.54497524924878
29,46.33999755880827,71.23863874516077,468.1217590643448,0.2819638750893862,10.349159427808564,133.88916181776366
30,49.75757911089902,85.4059533364568,607.6649014400466,0.6188316182256353,10.853100057623928,129.6386974106803
31,41.734345863490134,84.49647887427608,279.6041027534303,0.3003599027637397,9.646980761800096,142.2178043782126
32,34.44601641026985,80.91928011255368,588.1312907271974,0.7641275006760215,10.023193124741617,131.85488741787708
33,45.98129603365665,63.374978323601304,432.2605224811434,0.47289801540153753,10.76567603414059,137.91192910705817
34,43.91106975280991,69.60786552971449,433.532797417188,0.2584580663513848,10.308957344195532,135.2061765709939
35,49.33842716105464,74.74172623787089,467.65084621419265,0.32287129969942213,10.437019244330322,132.46812883115996
36,61.52184096278678,88.66510587752879,521.2390867647622,0.9448093237766713,9.789835328185676,135.2755617501049
37,49.92701971902958,78.09770698389207,484.7694400273672,0.6258091082424917,10.276317145634525,134.62662822679945
38,56.94592157936686,67.87229032802452,565.1219310203761,0.5343611917332626,9.664752694573682,130.11936738255545
39,47.142963202068344,63.890780845071376,512.1267523670417,0.20817560541254843,10.29188652113152,132.04862728868798
40,56.38565744501493,83.20360980002863,417.7642288769818,0.9742190326265069,9.865179398698311,140.30639183042874
41,61.12619443376353,77.97297647164743,679.5249324968167,0.5801395221358642,10.164055824053328,128.42745487705366
42,53.14809940737213,77.49896526361037,443.23070914298216,0.6921286546579155,10.645946944858023,136.62545652786824
43,67.65937877899862,63.061774439082214,515.0445395360447,0.29070127512156085,9.724782151491336,129.25639380602448
44,59.336238421732986,91.71834869353589,526.4491221289129,0.8159567484065174,9.585503316851584,134.03192135906065
45,49.346360310778635,96.92442076013656,574.6746455607482,0.13702511521353428,9.986355360723628,124.79670409964498
46,55.03956871294319,90.45604387937425,483.71807828858425,0.49544309620995,10.085750578447628,132.59091247166353
47,27.24059962821043,49.858802571420725,480.8406890854085,0.2707714919220912,9.782727803038068,135.80525764564058
